title,budget,revenue,runtime,popularity,vote_average,vote_count,belongs_to_collection,director,lead_actor,profit,profit_margin,production_company,genre1,genre2,genre3
Jurassic World,150000000,1671537444,124,19.2928,6.7,20715,True,Colin Trevorrow,Chris Pratt,1521537444,0.9102622555429875,Amblin Entertainment,Action,Adventure,Science Fiction
Encanto,150000000,261289554,102,19.2889,7.592,9731,True,Byron Howard,Stephanie Beatriz,111289554,0.42592423729270096,Walt Disney Animation Studios,Animation,Comedy,Family
Tangled,260000000,592461732,100,19.2642,7.609,11767,True,Byron Howard,Mandy Moore,332461732,0.5611530906438359,Walt Disney Animation Studios,Animation,Family,Adventure
Joker,55000000,1078958629,122,19.2627,8.136,26491,True,Todd Phillips,Joaquin Phoenix,1023958629,0.9490249222521395,Warner Bros. Pictures,Crime,Thriller,Drama
John Wick: Chapter 2,40000000,171539887,122,19.2113,7.3,13450,True,Chad Stahelski,Keanu Reeves,131539887,0.7668180812081332,Thunder Road,Action,Thriller,Crime
Pirates of the Caribbean: Dead Man's Chest,200000000,1066179747,151,19.086,7.366,16374,True,Gore Verbinski,Johnny Depp,866179747,0.8124143695631465,Walt Disney Pictures,Adventure,Fantasy,Action
The Notebook,29000000,115600000,123,18.9844,7.89,11903,False,Nick Cassavetes,Ryan Gosling,86600000,0.7491349480968859,New Line Cinema,Romance,Drama,
Avengers: Age of Ultron,365000000,1405403694,141,18.9261,7.271,23471,True,Joss Whedon,Robert Downey Jr.,1040403694,0.740288145279345,Marvel Studios,Action,Adventure,Science Fiction
Paddington in Peru,90000000,209470312,106,18.8571,6.866,396,True,Dougal Wilson,Ben Whishaw,119470312,0.5703448419936473,Marmalade Pictures,Family,Comedy,Adventure
Frozen,150000000,1274219009,102,18.8558,7.247,16882,True,Jennifer Lee,Idina Menzel,1124219009,0.8822808332472459,Walt Disney Pictures,Animation,Family,Adventure
Aquaman and the Lost Kingdom,205000000,439381226,124,18.8231,6.607,3098,True,James Wan,Jason Momoa,234381226,0.5334347762960632,Warner Bros. Pictures,Action,Adventure,Fantasy
The Equalizer,55000000,192330738,132,18.7728,7.28,9345,True,Antoine Fuqua,Denzel Washington,137330738,0.7140342694468318,Lonetree Entertainment,Thriller,Action,Crime
Charlie's Angels,48000000,73279888,118,18.7042,6.4,3018,False,Elizabeth Banks,Kristen Stewart,25279888,0.34497716481226065,Columbia Pictures,Action,Adventure,Comedy
Fury,68000000,211817906,135,18.5934,7.54,12310,False,David Ayer,Brad Pitt,143817906,0.6789695390530393,Columbia Pictures,War,Drama,Action
Nobody,17000000,61779301,91,18.5608,7.925,7427,True,Ilya Naishuller,Bob Odenkirk,44779301,0.7248269286827962,87North Productions,Action,Thriller,
The Conjuring: The Devil Made Me Do It,39000000,206431050,111,18.4544,7.4,6063,True,Michael Chaves,Patrick Wilson,167431050,0.8110749327681083,New Line Cinema,Horror,Mystery,Thriller
Big Hero 6,165000000,657870525,102,18.4511,7.73,15909,False,Chris Williams,Scott Adsit,492870525,0.7491907697187072,Walt Disney Pictures,Adventure,Family,Animation
Watchmen,130000000,185258983,163,18.313,7.339,9440,False,Zack Snyder,Malin Åkerman,55258983,0.2982796413170421,Warner Bros. Pictures,Mystery,Action,Science Fiction
Venom,116000000,856085151,112,18.248,6.8,16568,True,Ruben Fleischer,Tom Hardy,740085151,0.8644994602879171,Matt Tolmach Productions,Science Fiction,Action,
Spider-Man: Far From Home,160000000,1131927996,129,18.1847,7.4,16101,True,Jon Watts,Tom Holland,971927996,0.8586482527462815,Marvel Studios,Action,Adventure,Science Fiction
Whiplash,3300000,50307484,107,18.1846,8.377,15667,False,Damien Chazelle,Miles Teller,47007484,0.9344033981107065,Bold Films,Drama,Music,
Sonic the Hedgehog 2,110000000,405421518,123,18.1207,7.464,5520,True,Jeff Fowler,Ben Schwartz,295421518,0.7286774502186142,Original Film,Action,Adventure,Family
Ice Age,59000000,383257136,81,18.117,7.362,13626,True,Chris Wedge,Ray Romano,324257136,0.8460563562735594,Blue Sky Studios,Animation,Comedy,Family
Catch Me If You Can,52000000,352114312,141,18.1,7.976,16120,False,Steven Spielberg,Leonardo DiCaprio,300114312,0.8523206861299066,Parkes/MacDonald Productions,Drama,Crime,
Cinderella,95000000,543514353,105,17.9165,6.826,7167,False,Kenneth Branagh,Lily James,448514353,0.82521160761324,Walt Disney Pictures,Romance,Fantasy,Family
Ratatouille,150000000,623726000,111,17.7737,7.828,17528,False,Brad Bird,Patton Oswalt,473726000,0.7595097847452247,Pixar,Animation,Comedy,Family
Mad Max: Fury Road,150000000,378858340,121,17.7716,7.622,23126,True,George Miller,Tom Hardy,228858340,0.6040736492695397,Warner Bros. Pictures,Action,Adventure,Science Fiction
Fifty Shades Freed,55000000,371985018,105,17.7521,6.695,8132,True,James Foley,Dakota Johnson,316985018,0.8521445828767222,Universal Pictures,Drama,Romance,
The Flash,220000000,271333313,144,17.5833,6.653,4558,False,Andy Muschietti,Ezra Miller,51333313,0.18918912842817792,Warner Bros. Pictures,Adventure,Action,Science Fiction
Elemental,200000000,496444308,102,17.557,7.616,4815,False,Peter Sohn,Leah Lewis,296444308,0.5971350728025671,Walt Disney Pictures,Animation,Comedy,Family
Iron Man,140000000,585174222,126,17.5133,7.652,27007,True,Jon Favreau,Robert Downey Jr.,445174222,0.7607550115220215,Marvel Studios,Action,Science Fiction,Adventure
A Quiet Place,17000000,340955294,91,17.4244,7.398,14587,True,John Krasinski,Emily Blunt,323955294,0.9501400908002913,Paramount Pictures,Horror,Drama,Science Fiction
Kingdom of the Planet of the Apes,160000000,397378150,145,17.4078,7.1,3744,True,Wes Ball,Owen Teague,237378150,0.5973608513704138,20th Century Studios,Science Fiction,Adventure,Action
Inside Out,175000000,857611174,95,17.398,7.911,22536,True,Pete Docter,Amy Poehler,682611174,0.7959448228924312,Pixar,Animation,Family,Adventure
John Wick,20000000,88761661,101,17.3922,7.446,19735,True,Chad Stahelski,Keanu Reeves,68761661,0.7746774927972563,87Eleven,Action,Thriller,
The Nun,22000000,366082797,96,17.313,5.9,6807,True,Corin Hardy,Taissa Farmiga,344082797,0.9399043053093806,New Line Cinema,Horror,,
Cruella,200000000,233503234,134,17.0649,7.993,9589,True,Craig Gillespie,Emma Stone,33503234,0.14348081363190027,Walt Disney Pictures,Comedy,Crime,Adventure
Spider-Man 3,258000000,894983373,139,17.0218,6.439,14477,True,Sam Raimi,Tobey Maguire,636983373,0.7117264881299644,Laura Ziskin Productions,Action,Adventure,Science Fiction
The Karate Kid,40000000,359126022,140,17.0217,6.558,6204,True,Harald Zwart,Jaden Smith,319126022,0.8886184861313113,Jerry Weintraub Productions,Action,Adventure,Drama
The Lord of the Rings: The Two Towers,79000000,926287400,179,16.977,8.4,22617,True,Peter Jackson,Elijah Wood,847287400,0.9147132952472419,New Line Cinema,Adventure,Fantasy,Action
Shrek 2,150000000,935454538,92,16.948,7.295,12695,True,Andrew Adamson,Mike Myers,785454538,0.8396501444947825,DreamWorks Animation,Animation,Family,Comedy
Catwoman,100000000,82102379,104,16.8349,4.623,3409,False,Pitof,Halle Berry,-17897621,-0.21799150302331677,Village Roadshow Pictures,Action,Fantasy,Crime
IF,110000000,190309707,104,16.7618,7.054,1366,False,John Krasinski,Cailey Fleming,80309707,0.421994801347679,Paramount Pictures,Comedy,Fantasy,Family
Maleficent,180000000,758539785,97,16.7233,7.089,13302,True,Robert Stromberg,Angelina Jolie,578539785,0.7627019655930111,Walt Disney Pictures,Fantasy,Adventure,Action
Fall,3000000,17363261,107,16.6967,7.1,4142,True,Scott Mann,Grace Caroline Currey,14363261,0.8272213957965615,Tea Shop Productions,Thriller,,
Knives Out,40000000,312897920,131,16.6856,7.842,12889,True,Rian Johnson,Daniel Craig,272897920,0.8721627807561009,Lionsgate,Comedy,Crime,Mystery
Annabelle,6500000,257589952,99,16.645,5.782,6226,True,John R. Leonetti,Annabelle Wallis,251089952,0.9747660964663715,Atomic Monster,Horror,,
Civil War,50000000,126542249,109,16.577,6.859,3605,False,Alex Garland,Kirsten Dunst,76542249,0.6048750484907218,DNA Films,War,Action,Drama
The Dark Knight Rises,250000000,1081041287,165,16.4848,7.785,23256,True,Christopher Nolan,Christian Bale,831041287,0.7687414874840021,Syncopy,Action,Crime,Drama
Kingdom of Heaven,130000000,218366336,144,16.3486,7.0,4487,False,Ridley Scott,Orlando Bloom,88366336,0.4046701410972065,Scott Free Productions,Drama,Action,Adventure
The Twilight Saga: Breaking Dawn - Part 1,110000000,712171856,117,16.3204,6.196,8924,True,Bill Condon,Kristen Stewart,602171856,0.8455428994093808,Summit Entertainment,Adventure,Fantasy,Romance
Logan Lucky,29000000,48453605,119,16.2979,6.7,3618,False,Steven Soderbergh,Channing Tatum,19453605,0.40148932158917794,Fingerprint Releasing,Comedy,Crime,Action
Captain America: Civil War,250000000,1155046416,147,16.2684,7.446,23157,True,Joe Russo,Chris Evans,905046416,0.7835584816878909,Marvel Studios,Adventure,Action,Science Fiction
Five Nights at Freddy's,20000000,297144130,110,16.2548,7.455,4381,True,Emma Tammi,Josh Hutcherson,277144130,0.9326925960139276,Blumhouse Productions,Horror,Thriller,
World War Z,200000000,531865000,116,16.2188,6.821,15729,False,Marc Forster,Brad Pitt,331865000,0.6239647278914762,GK Films,Action,Horror,Science Fiction
Now You See Me,75000000,351723989,116,16.1655,7.335,15816,True,Louis Leterrier,Mark Ruffalo,276723989,0.7867646155918014,Summit Entertainment,Thriller,Crime,
Spider-Man: Into the Spider-Verse,90000000,384298736,117,16.1167,8.398,16171,True,Bob Persichetti,Shameik Moore,294298736,0.7658071922463986,Columbia Pictures,Animation,Action,Adventure
Me Before You,20000000,207945075,110,16.1159,7.93,12666,False,Thea Sharrock,Emilia Clarke,187945075,0.903820756514671,New Line Cinema,Drama,Romance,
Inglourious Basterds,70000000,321457747,153,16.1097,8.215,22888,False,Quentin Tarantino,Brad Pitt,251457747,0.7822419877782569,Universal Pictures,Drama,Thriller,War
The Hobbit: The Battle of the Five Armies,250000000,956019788,144,16.0168,7.325,14621,True,Peter Jackson,Ian McKellen,706019788,0.7384991365890012,New Line Cinema,Action,Adventure,Fantasy
The Batman,185000000,772319315,177,15.9755,7.7,10937,True,Matt Reeves,Robert Pattinson,587319315,0.7604617722139968,6th & Idaho Motion Picture Company,Crime,Mystery,Thriller
Pirates of the Caribbean: On Stranger Tides,379000000,1046721266,136,15.9497,6.56,14323,True,Rob Marshall,Johnny Depp,667721266,0.6379169772213265,Walt Disney Pictures,Adventure,Action,Fantasy
Gone Girl,61000000,370890259,149,15.9457,7.889,19049,False,David Fincher,Ben Affleck,309890259,0.8355308652093772,20th Century Fox,Mystery,Thriller,Drama
Pride & Prejudice,28000000,124604345,127,15.8528,8.065,8266,False,Joe Wright,Keira Knightley,96604345,0.7752887349153034,StudioCanal,Drama,Romance,
Migration,72000000,298776052,83,15.816,7.387,2020,False,Benjamin Renner,Kumail Nanjiani,226776052,0.7590168304386056,Universal Pictures,Animation,Adventure,Comedy
Once Upon a Time... in Hollywood,95000000,392105159,162,15.7405,7.428,13923,True,Quentin Tarantino,Leonardo DiCaprio,297105159,0.7577180564461791,Heyday Films,Comedy,Drama,Thriller
The Conjuring 2,40000000,322811702,134,15.6875,7.3,8607,True,James Wan,Patrick Wilson,282811702,0.8760887546759379,New Line Cinema,Horror,,
The Brutalist,9600000,50145227,215,15.6676,7.02,1095,False,Brady Corbet,Adrien Brody,40545227,0.8085560565913881,Brookstreet Pictures,Drama,,
Shang-Chi and the Legend of the Ten Rings,150000000,432243292,132,15.6158,7.5,9764,False,Destin Daniel Cretton,Simu Liu,282243292,0.6529732149087926,Marvel Studios,Action,Adventure,Fantasy
Mr. & Mrs. Smith,110000000,487287646,119,15.605,6.69,10642,False,Doug Liman,Brad Pitt,377287646,0.7742606427580149,Regency Enterprises,Action,Comedy,Drama
The Twilight Saga: Breaking Dawn - Part 2,120000000,829747654,115,15.5987,6.464,9043,True,Bill Condon,Kristen Stewart,709747654,0.8553777170426323,Summit Entertainment,Adventure,Fantasy,Drama
Everything Everywhere All at Once,25000000,139200000,140,15.5598,7.759,7069,False,Daniel Scheinert,Michelle Yeoh,114200000,0.8204022988505747,IAC Films,Action,Adventure,Science Fiction
Charlie and the Chocolate Factory,150000000,475000000,115,15.53,7.042,15480,False,Tim Burton,Johnny Depp,325000000,0.6842105263157895,Warner Bros. Pictures,Adventure,Comedy,Family
Taken,25000000,226830568,94,15.4224,7.395,11503,True,Pierre Morel,Liam Neeson,201830568,0.8897855777533475,EuropaCorp,Action,Thriller,
Heretic,10000000,51913394,111,15.4121,7.017,1758,False,Scott Beck,Hugh Grant,41913394,0.8073714849004093,A24,Horror,Thriller,
It,35000000,703000000,135,15.3475,7.237,19371,True,Andy Muschietti,Bill Skarsgård,668000000,0.9502133712660028,New Line Cinema,Horror,Thriller,
Wrath of Man,40000000,103966489,118,15.341,7.612,5597,False,Guy Ritchie,Jason Statham,63966489,0.6152606442254677,Miramax,Action,Crime,Thriller
Guardians of the Galaxy Vol. 3,250000000,845600000,150,15.2811,7.942,7393,True,James Gunn,Chris Pratt,595600000,0.7043519394512772,Marvel Studios,Science Fiction,Adventure,Action
Teenage Mutant Ninja Turtles,125000000,485004754,101,15.2015,5.916,6898,True,Jonathan Liebesman,Pete Ploszek,360004754,0.7422705675169526,Nickelodeon Movies,Science Fiction,Action,Adventure
The Incredibles,92000000,631442092,115,15.1946,7.711,18026,True,Brad Bird,Craig T. Nelson,539442092,0.8543017623221735,Walt Disney Pictures,Action,Adventure,Animation
Transformers: Age of Extinction,210000000,1104054072,165,15.1841,5.9,8334,True,Michael Bay,Mark Wahlberg,894054072,0.809791924756381,di Bonaventura Pictures,Science Fiction,Action,Adventure
Azrael,12000000,631272,86,15.1839,6.0,313,False,E.L. Katz,Samara Weaving,-11368728,-18.009238489906096,C2 Motion Picture Group,Action,Horror,Thriller
Django Unchained,100000000,425368238,165,15.1585,8.183,26795,False,Quentin Tarantino,Jamie Foxx,325368238,0.7649095746542317,The Weinstein Company,Drama,Western,
Up,175000000,735099082,96,15.1577,7.957,20697,False,Pete Docter,Ed Asner,560099082,0.7619368541124093,Pixar,Animation,Comedy,Family
A Quiet Place: Day One,67000000,261907653,100,15.1427,6.723,2791,False,Michael Sarnoski,Lupita Nyong'o,194907653,0.7441846420577867,Paramount Pictures,Horror,Science Fiction,Thriller
Star Wars: The Force Awakens,245000000,2068223624,136,15.0873,7.26,19767,True,J.J. Abrams,Harrison Ford,1823223624,0.8815408560481659,Lucasfilm Ltd.,Adventure,Action,Science Fiction
Pirates of the Caribbean: At World's End,300000000,961691209,169,15.0673,7.259,14730,True,Gore Verbinski,Johnny Depp,661691209,0.6880495556240444,Jerry Bruckheimer Films,Adventure,Fantasy,Action
Dungeons & Dragons: Honor Among Thieves,151000000,208200000,134,15.0062,7.341,4014,False,John Francis Daley,Chris Pine,57200000,0.2747358309317964,Entertainment One,Adventure,Fantasy,Comedy
Finding Nemo,94000000,940335536,100,14.9775,7.816,19686,True,Andrew Stanton,Albert Brooks,846335536,0.9000356825821374,Pixar,Animation,Family,
A Complete Unknown,65000000,138003641,140,14.8483,7.13,1018,False,James Mangold,Timothée Chalamet,73003641,0.5289979341921855,Veritas Entertainment Group,Drama,Music,
2012,200000000,791217826,158,14.8126,5.853,12163,False,Roland Emmerich,John Cusack,591217826,0.747225108651685,Columbia Pictures,Action,Adventure,Science Fiction
Beetlejuice Beetlejuice,99000000,451900435,105,14.7476,7.013,2559,True,Tim Burton,Michael Keaton,352900435,0.7809251942853297,Warner Bros. Pictures,Horror,Comedy,Fantasy
The Hunger Games: Mockingjay - Part 1,125000000,755356711,123,14.7102,6.816,16108,True,Francis Lawrence,Jennifer Lawrence,630356711,0.8345152718183767,Lionsgate,Science Fiction,Adventure,Thriller
Lucy,40000000,458863600,89,14.6981,6.463,16348,True,Luc Besson,Scarlett Johansson,418863600,0.9128281258308569,EuropaCorp,Action,Science Fiction,
Rampage,120000000,428028233,107,14.6906,6.457,7194,False,Brad Peyton,Dwayne Johnson,308028233,0.7196446618510793,Wrigley Pictures,Action,Adventure,Science Fiction
Cars 2,200000000,559852396,106,14.6765,6.151,8022,True,John Lasseter,Larry the Cable Guy,359852396,0.642762982834497,Pixar,Animation,Family,Adventure
Annabelle Comes Home,27000000,231252591,106,14.6582,6.4,3601,True,Gary Dauberman,Mckenna Grace,204252591,0.8832445514091559,Atomic Monster,Horror,,
Her,23000000,47351251,126,14.5981,7.8,14571,False,Spike Jonze,Joaquin Phoenix,24351251,0.5142683769854359,Annapurna Pictures,Romance,Science Fiction,Drama
Thor: Love and Thunder,250000000,760900000,119,14.5608,6.4,7950,True,Taika Waititi,Chris Hemsworth,510900000,0.671441713760021,Marvel Studios,Fantasy,Action,Comedy
The Prestige,40000000,109676311,130,14.5441,8.203,16550,False,Christopher Nolan,Hugh Jackman,69676311,0.6352904320423396,Warner Bros. Pictures,Drama,Mystery,Science Fiction
The Crow,50000000,24109036,111,14.5179,5.849,1063,False,Rupert Sanders,Bill Skarsgård,-25890964,-1.0739112090587115,Davis Films,Action,Fantasy,Horror
Absolution,30000000,3854594,112,14.5176,5.9,413,False,Hans Petter Moland,Liam Neeson,-26145406,-6.782920847176123,Electromagnetic Productions,Action,Crime,Thriller
The Equalizer 3,70000000,191067560,109,14.4949,7.314,3269,True,Antoine Fuqua,Denzel Washington,121067560,0.6336374421696702,Columbia Pictures,Action,Thriller,Crime
Challengers,55000000,94182533,132,14.4883,7.0,2204,False,Luca Guadagnino,Zendaya,39182533,0.41602759823841223,Pascal Pictures,Drama,Romance,
Shrek the Third,160000000,813367380,93,14.481,6.297,9277,True,Chris Miller,Mike Myers,653367380,0.8032869230629829,DreamWorks Animation,Fantasy,Adventure,Animation
Girl Play,1000000,11522,80,14.3768,5.8,25,False,Lee Friedlander,Lacie Harmon,-988478,-85.79048776254123,Goff-Kellam Productions,Comedy,Romance,
Pacific Rim,180000000,411000000,131,14.3414,6.91,12715,True,Guillermo del Toro,Charlie Hunnam,231000000,0.5620437956204379,Double Dare You,Action,Science Fiction,Adventure
Shutter Island,80000000,294804195,138,14.3105,8.201,24573,False,Martin Scorsese,Leonardo DiCaprio,214804195,0.7286334409183017,Paramount Pictures,Drama,Thriller,Mystery
Jumanji: The Next Level,125000000,801693929,123,14.3012,6.893,8908,True,Jake Kasdan,Dwayne Johnson,676693929,0.8440801464520009,Columbia Pictures,Adventure,Comedy,Fantasy
Atomic Blonde,30000000,100014025,115,14.296,6.428,6337,False,David Leitch,Charlize Theron,70014025,0.7000420690998087,Focus Features,Action,Adventure,Thriller
Smile,17000000,217408513,115,14.2829,6.663,3594,True,Parker Finn,Sosie Bacon,200408513,0.9218061898063762,Paramount Players,Horror,Mystery,
Troy,175000000,497409852,163,14.2746,7.164,10463,False,Wolfgang Petersen,Brad Pitt,322409852,0.6481774550778299,Warner Bros. Pictures,War,Action,History
