title,budget,revenue,runtime,genres,popularity,vote_average,vote_count,belongs_to_collection,director,lead_actor,profit,profit_margin,release__year,production_company,genre1,genre2,genre3
War Horse,66000000,177584879,146,"['War', 'History', 'Adventure']",3.8526,7.3,3465,False,Steven Spielberg,Jeremy Irvine,111584879,0.6283467355348424,2011,DreamWorks Pictures,War,History,Adventure
Ali,107000000,87700000,157,['Drama'],3.852,6.762,1756,False,Michael Mann,Will Smith,-19300000,-0.22006841505131128,2001,Columbia Pictures,Drama,,
Into the Blue,50000000,46117696,110,"['Action', 'Thriller', 'Adventure', 'Crime']",3.8518,5.898,1530,True,John Stockwell,Paul Walker,-3882304,-0.08418252290834304,2005,Mandalay Pictures,Action,Thriller,Adventure
Last Holiday,45000000,38399961,112,"['Adventure', 'Comedy', 'Drama']",3.8501,7.195,783,False,Wayne Wang,Queen Latifah,-6600039,-0.17187619018675565,2006,Paramount Pictures,Adventure,Comedy,Drama
"Dude, Where's My Car?",13000000,73180723,83,"['Comedy', 'Romance', 'Science Fiction', 'Mystery']",3.8494,5.543,1932,False,Danny Leiner,Ashton Kutcher,60180723,0.8223575899899213,2000,20th Century Fox,Comedy,Romance,Science Fiction
Lady and the Tramp,60000000,51000000,101,"['Family', 'Romance', 'Comedy']",3.8466,7.188,1589,False,Charlie Bean,Tessa Thompson,-9000000,-0.17647058823529413,2019,Walt Disney Pictures,Family,Romance,Comedy
Two Weeks Notice,60000000,199043242,101,"['Romance', 'Comedy']",3.838,6.358,2085,False,Marc Lawrence,Sandra Bullock,139043242,0.6985579646055001,2002,Fortis Films,Romance,Comedy,
The Amityville Horror,19000000,107516369,90,['Horror'],3.8358,6.141,2221,True,Andrew Douglas,Ryan Reynolds,88516369,0.823282722652213,2005,Metro-Goldwyn-Mayer,Horror,,
Talladega Nights: The Ballad of Ricky Bobby,72500000,163000000,108,['Comedy'],3.8343,6.359,1739,False,Adam McKay,Will Ferrell,90500000,0.5552147239263804,2006,Apatow Productions,Comedy,,
Blackhat,70000000,17752940,133,"['Crime', 'Thriller', 'Action']",3.8332,5.509,2065,False,Michael Mann,Chris Hemsworth,-52247060,-2.9430088762762674,2015,Legendary Pictures,Crime,Thriller,Action
This Is 40,35000000,88200000,134,['Comedy'],3.8317,5.886,2207,True,Judd Apatow,Paul Rudd,53200000,0.6031746031746031,2012,Apatow Productions,Comedy,,
Those Who Wish Me Dead,20000000,23384502,100,"['Thriller', 'Action']",3.8288,6.628,1698,False,Taylor Sheridan,Angelina Jolie,3384502,0.14473269518418652,2021,Bron Studios,Thriller,Action,
Driven,94000000,54744738,116,"['Action', 'Drama']",3.8254,5.1,742,False,Renny Harlin,Sylvester Stallone,-39255262,-0.7170600031002067,2001,Epsilon Motion Pictures,Action,Drama,
Richard Jewell,45000000,33900000,131,['Drama'],3.8228,7.426,2572,False,Clint Eastwood,Paul Walter Hauser,-11100000,-0.3274336283185841,2019,Warner Bros. Pictures,Drama,,
Patriots Day,45000000,50548152,133,"['Action', 'Crime', 'Drama', 'History', 'Thriller']",3.8191,7.057,2678,False,Peter Berg,Mark Wahlberg,5548152,0.10975973958454505,2016,TIK Films,Action,Crime,Drama
The Time Machine,80000000,123700000,96,"['Science Fiction', 'Adventure', 'Action']",3.8153,6.275,2343,False,Simon Wells,Guy Pearce,43700000,0.3532740501212611,2002,DreamWorks Pictures,Science Fiction,Adventure,Action
"Synecdoche, New York",20000000,4383538,124,['Drama'],3.8152,7.5,1459,False,Charlie Kaufman,Philip Seymour Hoffman,-15616462,-3.5625246091171103,2008,Likely Story,Drama,,
Eileen,16000000,1560142,98,['Thriller'],3.8125,5.929,275,False,William Oldroyd,Thomasin McKenzie,-14439858,-9.255476745065513,2023,Likely Story,Thriller,,
Bridget Jones's Baby,35000000,211952420,123,"['Drama', 'Comedy', 'Romance']",3.8125,6.41,2984,True,Sharon Maguire,Renée Zellweger,176952420,0.8348685992828013,2016,StudioCanal,Drama,Comedy,Romance
Boyhood,4000000,48137666,166,['Drama'],3.8111,7.495,5262,False,Richard Linklater,Ellar Coltrane,44137666,0.9169049866273118,2014,IFC Productions,Drama,,
"Love, Simon",17000000,66316289,110,"['Comedy', 'Drama', 'Romance']",3.8099,7.996,6096,False,Greg Berlanti,Nick Robinson,49316289,0.7436527245968181,2018,Temple Hill Entertainment,Comedy,Drama,Romance
The Florida Project,2000000,11303040,112,['Drama'],3.8077,7.4,2873,False,Sean Baker,Brooklynn Prince,9303040,0.8230564520695317,2017,Cre Film,Drama,,
Dancer in the Dark,12500000,40061153,140,"['Drama', 'Crime']",3.8074,7.869,1852,False,Lars von Trier,Björk,27561153,0.6879770285193739,2000,Zentropa Entertainments,Drama,Crime,
Saturday Night,25000000,9802525,109,"['Comedy', 'Drama']",3.8059,6.7,240,False,Jason Reitman,Gabriel LaBelle,-15197475,-1.5503632992519785,2024,Columbia Pictures,Comedy,Drama,
Bad Times at the El Royale,32000000,31882724,141,"['Thriller', 'Mystery', 'Crime', 'Drama']",3.8058,6.84,3663,False,Drew Goddard,Jeff Bridges,-117276,-0.0036783557138969684,2018,20th Century Fox,Thriller,Mystery,Crime
The Watch,68000000,68267862,102,"['Comedy', 'Action', 'Science Fiction']",3.8048,5.592,2348,False,Akiva Schaffer,Ben Stiller,267862,0.003923691062714107,2012,21 Laps Entertainment,Comedy,Action,Science Fiction
The Fourth Kind,10000000,47709193,98,"['Mystery', 'Science Fiction', 'Thriller']",3.7928,6.3,1761,False,Olatunde Osunsanmi,Milla Jovovich,37709193,0.7903967899855275,2009,Universal Pictures,Mystery,Science Fiction,Thriller
mid90s,1700000,9303022,86,"['Drama', 'Comedy']",3.7902,7.484,1657,False,Jonah Hill,Sunny Suljic,7603022,0.8172636805545553,2018,A24,Drama,Comedy,
"Big Mommas: Like Father, Like Son",32000000,82686066,107,"['Crime', 'Comedy', 'Action']",3.7875,5.541,1249,True,John Whitesell,Martin Lawrence,50686066,0.6129940442444075,2011,Regency Enterprises,Crime,Comedy,Action
No Escape,5000000,54400000,103,"['Thriller', 'Action']",3.7843,6.939,2581,False,John Erick Dowdle,Owen Wilson,49400000,0.9080882352941176,2015,Living Films,Thriller,Action,
The Recruit,46000000,101200000,115,"['Action', 'Thriller']",3.7842,6.4,1785,False,Roger Donaldson,Colin Farrell,55200000,0.5454545454545454,2003,Birnbaum/Barber Productions,Action,Thriller,
Street Kings,20000000,66476363,109,"['Action', 'Crime', 'Drama', 'Thriller']",3.7833,6.628,1551,True,David Ayer,Keanu Reeves,46476363,0.6991411819566603,2008,Fox Searchlight Pictures,Action,Crime,Drama
After.Life,4500000,3606395,104,"['Drama', 'Horror', 'Mystery', 'Thriller']",3.7829,6.309,1149,False,Agnieszka Wojtowicz-Vosloo,Christina Ricci,-893605,-0.2477834513412979,2009,Lleju Productions,Drama,Horror,Mystery
Hostage,52000000,77944725,113,"['Action', 'Thriller', 'Crime']",3.7813,6.336,1646,False,Florent-Emilio Siri,Bruce Willis,25944725,0.3328605624049607,2005,Yari Film Group,Action,Thriller,Crime
The Space Between Us,30000000,14793385,121,"['Romance', 'Adventure', 'Science Fiction', 'Drama']",3.7806,7.062,2480,False,Peter Chelsom,Asa Butterfield,-15206615,-1.0279334310571921,2017,Los Angeles Media Fund,Romance,Adventure,Science Fiction
Like Mike,30000000,62300000,99,"['Family', 'Comedy', 'Fantasy']",3.7742,6.1,529,True,John Schultz,Shad Moss,32300000,0.5184590690208668,2002,20th Century Fox,Family,Comedy,Fantasy
3 Days to Kill,28000000,53260230,113,"['Action', 'Drama', 'Thriller']",3.773,6.098,2196,False,McG,Kevin Costner,25260230,0.47427940134693375,2014,Wonderland Sound and Vision,Action,Drama,Thriller
Poltergeist,35000000,95682614,93,['Horror'],3.7693,5.206,2297,False,Gil Kenan,Sam Rockwell,60682614,0.6342073179564263,2015,TSG Entertainment,Horror,,
The Kid Who Would Be King,59000000,32140970,120,"['Action', 'Adventure', 'Fantasy', 'Family']",3.7645,6.19,780,False,Joe Cornish,Louis Ashbourne Serkis,-26859030,-0.8356633293892499,2019,Working Title Films,Action,Adventure,Fantasy
Zack and Miri Make a Porno,24000000,42105111,102,"['Comedy', 'Romance']",3.7635,6.327,2480,False,Kevin Smith,Seth Rogen,18105111,0.4299979401550562,2008,Blue Askew,Comedy,Romance,
Æon Flux,62000000,53321673,93,"['Science Fiction', 'Action', 'Thriller']",3.7622,5.625,2288,False,Karyn Kusama,Charlize Theron,-8678327,-0.16275421440733864,2005,Paramount Pictures,Science Fiction,Action,Thriller
Stillwater,20000000,19754272,139,"['Drama', 'Crime', 'Thriller']",3.7599,6.628,1292,False,Tom McCarthy,Matt Damon,-245728,-0.012439233397211499,2021,Participant,Drama,Crime,Thriller
Dogville,10000000,16690617,178,"['Crime', 'Drama', 'Thriller']",3.7589,7.766,2492,True,Lars von Trier,Nicole Kidman,6690617,0.40086097476204746,2003,Zentropa Entertainments,Crime,Drama,Thriller
The Strangers,9000000,82391145,86,"['Horror', 'Mystery', 'Thriller']",3.7588,6.12,2478,True,Bryan Bertino,Liv Tyler,73391145,0.8907649602393558,2008,Intrepid Pictures,Horror,Mystery,Thriller
Nomadland,5000000,39458207,108,['Drama'],3.7568,7.189,3100,False,Chloé Zhao,Frances McDormand,34458207,0.8732836492038273,2021,Cor Cordium Productions,Drama,,
The Fighter,25000000,129190869,116,['Drama'],3.7546,7.38,4443,False,David O. Russell,Mark Wahlberg,104190869,0.8064878718324899,2010,The Weinstein Company,Drama,,
The Assassination of Jesse James by the Coward Robert Ford,30000000,14711793,159,"['Drama', 'Western']",3.7544,7.038,2573,False,Andrew Dominik,Casey Affleck,-15288207,-1.0391804044551198,2007,Plan B Entertainment,Drama,Western,
Wolf Creek,1000000,30894796,104,"['Horror', 'Thriller']",3.7536,6.22,1201,True,Greg McLean,John Jarratt,29894796,0.9676320892359995,2005,Dimension Films,Horror,Thriller,
Planet Terror,23000000,11446172,105,"['Horror', 'Action', 'Thriller']",3.7523,6.682,3580,False,Robert Rodriguez,Rose McGowan,-11553828,-1.0094054151903362,2007,Dimension Films,Horror,Action,Thriller
Fun with Dick and Jane,100000000,202026112,90,"['Comedy', 'Crime']",3.7495,6.21,2494,False,Dean Parisot,Jim Carrey,102026112,0.5050144805043816,2005,JC 23 Entertainment,Comedy,Crime,
Bones and All,16000000,15234907,130,"['Romance', 'Drama', 'Horror']",3.7431,7.0,1442,False,Luca Guadagnino,Taylor Russell,-765093,-0.050219735506097936,2022,Frenesy Film,Romance,Drama,Horror
Cold Mountain,79000000,173013509,154,"['War', 'History', 'Adventure', 'Romance']",3.7348,6.9,1830,False,Anthony Minghella,Jude Law,94013509,0.5433882564626789,2003,Miramax,War,History,Adventure
Monte Carlo,20000000,39800000,109,"['Adventure', 'Comedy', 'Romance']",3.7333,6.624,2157,False,Thomas Bezucha,Selena Gomez,19800000,0.49748743718592964,2011,Blossom Films,Adventure,Comedy,Romance
Lisa Frankenstein,13400000,9927714,102,"['Horror', 'Comedy', 'Romance']",3.7317,6.3,441,False,Zelda Williams,Kathryn Newton,-3472286,-0.34975685238313675,2024,Focus Features,Horror,Comedy,Romance
Unleashed,45000000,50871113,103,"['Action', 'Crime']",3.7317,6.933,2047,False,Louis Leterrier,Jet Li,5871113,0.11541153031190805,2005,EuropaCorp,Action,Crime,
A Dog's Way Home,18000000,17643857,96,"['Drama', 'Adventure', 'Family']",3.7314,7.373,1134,False,Charles Martin Smith,Ashley Judd,-356143,-0.020185098983742614,2019,Bona Film Group,Drama,Adventure,Family
Pay It Forward,40000000,55707411,122,['Drama'],3.7309,7.354,1870,False,Mimi Leder,Kevin Spacey,15707411,0.2819626817695764,2000,Bel Air Entertainment,Drama,,
Shaft,46000000,107626125,99,"['Action', 'Adventure', 'Crime', 'Thriller']",3.7308,6.023,1321,True,John Singleton,Samuel L. Jackson,61626125,0.5725944792679287,2000,Paramount Pictures,Action,Adventure,Crime
The Spectacular Now,2500000,6854611,95,"['Comedy', 'Drama', 'Romance']",3.7304,6.665,2901,False,James Ponsoldt,Miles Teller,4354611,0.63528200214425,2013,Global Produce,Comedy,Drama,Romance
Shoot 'Em Up,39000000,26800000,86,"['Action', 'Thriller', 'Comedy', 'Crime']",3.7274,6.482,1919,False,Michael Davis,Clive Owen,-12200000,-0.4552238805970149,2007,New Line Cinema,Action,Thriller,Comedy
Demolition,10000000,4366460,101,"['Comedy', 'Drama']",3.7237,6.8,2291,False,Jean-Marc Vallée,Jake Gyllenhaal,-5633540,-1.2901847263000235,2016,Sidney Kimmel Entertainment,Comedy,Drama,
Mr. Deeds,50000000,171269565,96,"['Comedy', 'Romance']",3.723,5.909,2361,False,Steven Brill,Adam Sandler,121269565,0.708062550401176,2002,Columbia Pictures,Comedy,Romance,
The Green Hornet,120000000,227817248,119,"['Action', 'Crime', 'Comedy']",3.7215,5.588,3301,False,Michel Gondry,Seth Rogen,107817248,0.47326200692232046,2011,Original Film,Action,Crime,Comedy
Phantom Thread,35000000,47756590,130,"['Drama', 'Romance']",3.7188,7.3,3550,False,Paul Thomas Anderson,Daniel Day-Lewis,12756590,0.26711685235482685,2017,Focus Features,Drama,Romance,
Letters from Iwo Jima,19000000,68673228,141,"['Action', 'Drama', 'War']",3.717,7.474,2109,True,Clint Eastwood,Ken Watanabe,49673228,0.7233274078801131,2006,Warner Bros. Pictures,Action,Drama,War
Diary of a Wimpy Kid: Rodrick Rules,21000000,72526996,99,"['Family', 'Comedy']",3.7155,6.681,1171,True,David Bowers,Zachary Gordon,51526996,0.7104526430406686,2011,Color Force,Family,Comedy,
Ken Park,1300000,447741,97,['Drama'],3.7076,6.0,633,False,Larry Clark,James Ransone,-852259,-1.903464279572342,2003,Cinéa,Drama,,
Infinity Pool,4500000,5078400,118,"['Horror', 'Science Fiction']",3.7065,6.051,874,False,Brandon Cronenberg,Alexander Skarsgård,578400,0.11389413988657845,2023,Topic Studios,Horror,Science Fiction,
Scary Stories to Tell in the Dark,25000000,104545505,108,"['Horror', 'Adventure', 'Mystery']",3.7052,6.5,2702,True,André Øvredal,Zoe Colletti,79545505,0.7608696806237628,2019,1212 Entertainment,Horror,Adventure,Mystery
Anchorman 2: The Legend Continues,50000000,173700000,119,['Comedy'],3.7048,6.135,2648,True,Adam McKay,Will Ferrell,123700000,0.7121473805411629,2013,Gary Sanchez Productions,Comedy,,
The DUFF,8500000,43528634,100,"['Romance', 'Comedy']",3.7039,6.771,4389,False,Ari Sandel,Mae Whitman,35028634,0.8047262406626406,2015,Wonderland Sound and Vision,Romance,Comedy,
The Skeleton Key,43000000,93983911,104,"['Drama', 'Horror', 'Mystery', 'Thriller']",3.7014,6.621,2121,False,Iain Softley,Kate Hudson,50983911,0.5424748816848024,2005,Universal Pictures,Drama,Horror,Mystery
Agora,70000000,39457342,127,"['Adventure', 'Drama', 'History']",3.7012,7.0,1462,False,Alejandro Amenábar,Rachel Weisz,-30542658,-0.7740678021342644,2009,Mod Producciones,Adventure,Drama,History
The Best Christmas Pageant Ever,10000000,40262167,99,"['Comedy', 'Drama', 'Family']",3.6983,6.905,79,False,Dallas Jenkins,Judy Greer,30262167,0.7516278743764587,2024,Kingdom Story Company,Comedy,Drama,Family
Project Gemini,6000000,211674,98,"['Science Fiction', 'Thriller']",3.6951,5.74,469,False,Serik Beyseu,Egor Koreshkov,-5788326,-27.34547464497293,2022,KD Studios,Science Fiction,Thriller,
Harold & Kumar Go to White Castle,9000000,23936908,88,"['Comedy', 'Adventure']",3.6938,6.537,2117,True,Danny Leiner,John Cho,14936908,0.6240115891325646,2004,Senator International,Comedy,Adventure,
Punch-Drunk Love,25000000,24665649,96,"['Romance', 'Drama', 'Comedy']",3.6935,7.1,2439,False,Paul Thomas Anderson,Adam Sandler,-334351,-0.013555329519203001,2002,Columbia Pictures,Romance,Drama,Comedy
Collide,21500000,6817535,98,"['Thriller', 'Action']",3.6934,5.525,593,False,Eran Creevy,Nicholas Hoult,-14682465,-2.153632507937253,2016,Silver Pictures,Thriller,Action,
Rat Race,48000000,85498534,112,"['Adventure', 'Comedy']",3.6924,6.27,1831,False,Jerry Zucker,Rowan Atkinson,37498534,0.43858686512683365,2001,Fireworks Pictures,Adventure,Comedy,
The Perfect Storm,130000000,328718434,130,"['Drama', 'Adventure', 'Action']",3.692,6.479,2385,False,Wolfgang Petersen,George Clooney,198718434,0.6045247648022076,2000,Baltimore/Spring Creek Pictures,Drama,Adventure,Action
P.S. I Love You,30000000,156835339,126,"['Drama', 'Romance']",3.6902,7.187,3343,False,Richard LaGravenese,Hilary Swank,126835339,0.8087165801324917,2007,Wendy Finerman Productions,Drama,Romance,
I Can Only Imagine,7000000,86086881,110,"['Music', 'Drama']",3.6877,7.5,479,True,Jon Erwin,J. Michael Finley,79086881,0.9186867973530136,2018,Kevin Downes Productions,Music,Drama,
Grimsby,35000000,28000000,83,"['Action', 'Comedy']",3.6875,5.954,2343,False,Louis Leterrier,Sacha Baron Cohen,-7000000,-0.25,2016,Columbia Pictures,Action,Comedy,
Get Smart,80000000,230685453,110,"['Action', 'Comedy', 'Thriller']",3.6874,6.195,3649,False,Peter Segal,Steve Carell,150685453,0.6532074348008411,2008,Mosaic Media Group,Action,Comedy,Thriller
Winnie the Pooh: Blood and Honey,100000,7717044,84,"['Horror', 'Thriller']",3.6844,5.036,1460,True,Rhys Frake-Waterfield,Nikolai Leon,7617044,0.9870416703597906,2023,Jagged Edge Productions,Horror,Thriller,
Transformers,150000000,709709780,144,"['Adventure', 'Science Fiction', 'Action']",3.6839,6.815,11575,True,Michael Bay,Shia LaBeouf,559709780,0.7886460011865696,2007,DreamWorks Pictures,Adventure,Science Fiction,Action
The Invitation,10000000,33628000,105,"['Horror', 'Thriller']",3.6804,6.0,869,False,Jessica M. Thompson,Nathalie Emmanuel,23628000,0.702628761746164,2022,Screen Gems,Horror,Thriller,
Ouija: Origin of Evil,9000000,81700000,99,['Horror'],3.6741,6.139,2508,True,Mike Flanagan,Annalise Basso,72700000,0.8898408812729498,2016,Platinum Dunes,Horror,,
Abraham Lincoln: Vampire Hunter,69000000,116500000,105,"['Action', 'Fantasy', 'Horror']",3.6688,5.8,3385,False,Timur Bekmambetov,Benjamin Walker,47500000,0.40772532188841204,2012,Bazelevs Production,Action,Fantasy,Horror
Road to Perdition,80000000,181001478,117,"['Crime', 'Drama', 'Thriller']",3.668,7.359,3735,False,Sam Mendes,Tom Hanks,101001478,0.5580146588637248,2002,DreamWorks Pictures,Crime,Drama,Thriller
Good Boys,20000000,111037232,89,['Comedy'],3.6677,6.9,1883,False,Gene Stupnitsky,Jacob Tremblay,91037232,0.8198802362076173,2019,Good Universe,Comedy,,
The Commuter,30000000,119942387,104,"['Action', 'Thriller', 'Mystery']",3.6666,6.363,4425,False,Jaume Collet-Serra,Liam Neeson,89942387,0.7498799152629837,2018,StudioCanal,Action,Thriller,Mystery
Enter the Void,13000000,754249,161,"['Fantasy', 'Drama']",3.6642,7.305,1852,False,Gaspar Noé,Paz de la Huerta,-12245751,-16.23568741887626,2010,Fidélité Films,Fantasy,Drama,
Ride Along,25000000,153997819,99,"['Action', 'Comedy']",3.6622,6.265,2300,True,Tim Story,Ice Cube,128997819,0.8376600385489875,2014,Rainforest Entertainment,Action,Comedy,
Sex and the City 2,100000000,290700000,147,"['Comedy', 'Drama', 'Romance']",3.6618,6.081,1655,True,Michael Patrick King,Sarah Jessica Parker,190700000,0.6560027519779842,2010,Village Roadshow Pictures,Comedy,Drama,Romance
Goosebumps 2: Haunted Halloween,35000000,93320380,90,"['Comedy', 'Fantasy', 'Horror']",3.6604,6.1,1553,True,Ari Sandel,Jeremy Ray Taylor,58320380,0.6249479481330873,2018,Columbia Pictures,Comedy,Fantasy,Horror
The Darjeeling Limited,16000000,24377151,92,"['Adventure', 'Drama', 'Comedy']",3.6582,7.157,3667,True,Wes Anderson,Owen Wilson,8377151,0.3436476641589495,2007,Fox Searchlight Pictures,Adventure,Drama,Comedy
Looney Tunes: Back in Action,80000000,68500000,91,"['Animation', 'Comedy', 'Family']",3.6568,6.34,1534,False,Joe Dante,Brendan Fraser,-11500000,-0.1678832116788321,2003,Warner Bros. Animation,Animation,Comedy,Family
Sky Captain and the World of Tomorrow,70000000,57958696,107,"['Mystery', 'Action', 'Thriller', 'Science Fiction', 'Adventure']",3.6562,5.9,1290,False,Kerry Conran,Jude Law,-12041304,-0.20775664103968108,2004,Filmauro,Mystery,Action,Thriller
Candyman,25000000,77411570,91,"['Horror', 'Thriller']",3.6539,6.022,1622,True,Nia DaCosta,Yahya Abdul-Mateen II,52411570,0.6770508594516298,2021,Metro-Goldwyn-Mayer,Horror,Thriller,
Gulliver's Travels,112000000,237382724,85,"['Family', 'Comedy', 'Adventure', 'Fantasy']",3.6539,5.2,2430,False,Rob Letterman,Jack Black,125382724,0.5281880748828208,2010,Dune Entertainment,Family,Comedy,Adventure
Doubt,20000000,50907234,104,['Drama'],3.6538,7.189,1770,False,John Patrick Shanley,Meryl Streep,30907234,0.6071285271558852,2008,Scott Rudin Productions,Drama,,
The Way Back,30000000,24200000,133,"['Drama', 'Adventure', 'History']",3.6509,7.002,1637,False,Peter Weir,Ed Harris,-5800000,-0.2396694214876033,2010,Kontsept Film Company,Drama,Adventure,History
Strange World,180000000,73621640,102,"['Animation', 'Family', 'Adventure', 'Science Fiction', 'Fantasy']",3.6503,6.298,1311,False,Don Hall,Jake Gyllenhaal,-106378360,-1.444933310369071,2022,Walt Disney Pictures,Animation,Family,Adventure
K-PAX,48000000,50315140,120,"['Science Fiction', 'Drama', 'Mystery']",3.6473,7.203,2498,False,Iain Softley,Jeff Bridges,2315140,0.04601279058351025,2001,Intermedia Films,Science Fiction,Drama,Mystery
Big Momma's House 2,40000000,141522961,99,"['Comedy', 'Crime']",3.6456,5.769,1628,True,John Whitesell,Martin Lawrence,101522961,0.7173603511588483,2006,Big Lou House Productions,Comedy,Crime,
Self/less,26000000,31807156,117,"['Science Fiction', 'Action', 'Thriller']",3.6448,6.413,3149,False,Tarsem Singh,Ryan Reynolds,5807156,0.18257388368831215,2015,Ram Bergman Productions,Science Fiction,Action,Thriller
Silent Hill: Revelation 3D,20000000,55362705,94,"['Thriller', 'Horror', 'Mystery']",3.6442,5.541,1676,True,M.J. Bassett,Adelaide Clemens,35362705,0.6387459752914891,2012,Konami,Thriller,Horror,Mystery
Pitch Perfect 3,45000000,185400345,93,"['Comedy', 'Music']",3.6389,6.52,3343,True,Trish Sie,Anna Kendrick,140400345,0.7572820050577576,2017,Gold Circle Films,Comedy,Music,
The Nutcracker and the Four Realms,120000000,173961069,99,"['Fantasy', 'Adventure', 'Family']",3.6385,6.081,2169,False,Lasse Hallström,Mackenzie Foy,53961069,0.3101904886546771,2018,Walt Disney Pictures,Fantasy,Adventure,Family
The Rite,37000000,96047633,114,"['Drama', 'Thriller', 'Horror']",3.6375,6.115,2118,False,Mikael Håfström,Anthony Hopkins,59047633,0.6147744734115416,2011,New Line Cinema,Drama,Thriller,Horror
Next Friday,11000000,59827328,98,['Comedy'],3.6372,6.451,593,True,Steve Carr,Ice Cube,48827328,0.8161375350074134,2000,New Line Cinema,Comedy,,
Devil,10000000,33583175,80,"['Horror', 'Mystery', 'Thriller']",3.6361,6.087,2932,False,John Erick Dowdle,Chris Messina,23583175,0.7022318467506422,2010,Universal Pictures,Horror,Mystery,Thriller
Up in the Air,25000000,166842739,110,"['Drama', 'Romance']",3.636,6.871,3724,False,Jason Reitman,George Clooney,141842739,0.8501582978687493,2009,Paramount Pictures,Drama,Romance,
Bridget Jones: The Edge of Reason,40000000,265126918,108,"['Comedy', 'Romance']",3.635,6.229,2900,True,Beeban Kidron,Renée Zellweger,225126918,0.8491288613704626,2004,StudioCanal,Comedy,Romance,
Boiler Room,7000000,28780255,118,"['Crime', 'Drama', 'Thriller']",3.6334,6.7,679,False,Ben Younger,Giovanni Ribisi,21780255,0.756777693595835,2000,New Line Cinema,Crime,Drama,Thriller
Step Up All In,45000000,86165646,112,"['Romance', 'Drama', 'Music']",3.6311,6.825,1947,True,Trish Sie,Briana Evigan,41165646,0.4777501000804892,2014,Summit Entertainment,Romance,Drama,Music
Every Day,4900000,10400000,97,"['Romance', 'Fantasy']",3.6219,7.246,2249,False,Michael Sucsy,Angourie Rice,5500000,0.5288461538461539,2018,FilmWave,Romance,Fantasy,
47 Meters Down: Uncaged,12000000,47582563,90,"['Horror', 'Thriller']",3.6217,5.7,1437,True,Johannes Roberts,Sophie Nélisse,35582563,0.7478067753517187,2019,The Fyzz,Horror,Thriller,
Step Up 3D,30000000,159291809,107,"['Drama', 'Romance']",3.6194,6.81,1919,True,Jon M. Chu,Sharni Vinson,129291809,0.8116663989923047,2010,Touchstone Pictures,Drama,Romance,
The Game Plan,22000000,147880543,110,"['Comedy', 'Family']",3.6185,6.499,2090,False,Andy Fickman,Dwayne Johnson,125880543,0.8512312738802967,2007,Monkey Dance Productions,Comedy,Family,
Safe House,85000000,208076205,115,"['Action', 'Thriller']",3.6173,6.482,3695,False,Daniel Espinosa,Denzel Washington,123076205,0.5914958176020175,2012,Universal Pictures,Action,Thriller,
Rings,25000000,83080890,102,['Horror'],3.6131,4.995,2521,True,F. Javier Gutiérrez,Matilda Lutz,58080890,0.6990884426009398,2017,Paramount Pictures,Horror,,
The Boxtrolls,60000000,108255770,97,"['Animation', 'Comedy', 'Family', 'Fantasy']",3.6121,6.7,1709,False,Graham Annable,Ben Kingsley,48255770,0.44575702523754623,2014,Laika,Animation,Comedy,Family
If Only,532673,3000000,92,"['Fantasy', 'Drama', 'Romance']",3.6095,7.003,592,False,Gil Junger,Jennifer Love Hewitt,2467327,0.8224423333333334,2004,Tapestry Films,Fantasy,Drama,Romance
Back to Black,30000000,51001975,122,"['Music', 'History', 'Drama']",3.6092,6.68,593,False,Sam Taylor-Johnson,Marisa Abela,21001975,0.4117874847003474,2024,Monumental Pictures,Music,History,Drama
Stealth,135000000,76932943,121,['Science Fiction'],3.6065,5.441,1071,False,Rob Cohen,Josh Lucas,-58067057,-0.7547749343216988,2005,Original Film,Science Fiction,,
Black Mass,53000000,99975678,123,"['Drama', 'Crime', 'History']",3.6064,6.518,3414,False,Scott Cooper,Johnny Depp,46975678,0.4698710620397093,2015,Vendian Entertainment,Drama,Crime,History
The Last Kumite,1303000,65000000,105,"['Action', 'Thriller']",3.6061,6.864,110,False,Ross W. Clarkson,Mathis Landwehr,63697000,0.9799538461538462,2024,Lowe Media,Action,Thriller,
Garfield: A Tail of Two Kitties,60000000,141700000,77,"['Comedy', 'Family', 'Adventure']",3.6059,5.587,2241,True,Tim Hill,Breckin Meyer,81700000,0.5765702187720536,2006,20th Century Fox,Comedy,Family,Adventure
Vicky Cristina Barcelona,15000000,96409830,96,"['Drama', 'Romance']",3.604,6.792,3797,False,Woody Allen,Scarlett Johansson,81409830,0.8444142054809142,2008,Gravier Productions,Drama,Romance,
Blades of Glory,53000000,118200000,93,['Comedy'],3.6031,6.11,1788,False,Will Speck,Will Ferrell,65200000,0.5516074450084603,2007,DreamWorks Pictures,Comedy,,
Men,6500000,11152071,100,"['Horror', 'Thriller', 'Fantasy']",3.6012,6.095,1194,False,Alex Garland,Jessie Buckley,4652071,0.41714861750790505,2022,A24,Horror,Thriller,Fantasy
Gone Baby Gone,19000000,34600000,113,"['Crime', 'Drama', 'Mystery']",3.6008,7.304,3890,False,Ben Affleck,Casey Affleck,15600000,0.4508670520231214,2007,Miramax,Crime,Drama,Mystery
Marley & Me,60000000,255700000,115,"['Comedy', 'Family']",3.5995,7.194,4624,True,David Frankel,Owen Wilson,195700000,0.765350019554165,2008,Sunswept Entertainment,Comedy,Family,
